period,territory,row_count,unique_products,unique_dr_numbers,estimated_rows,quantity,total_trade_price,net_income,net_cost,discount,total_cost
2021-06,Marinduque,3,3,2,0,22.0,10849.66,11535.34,22385.0,9240.0,31625.0
2021-06,Quezon,24,18,16,0,189.0,45085.72,78692.42,123769.5,15319.5,139089.0
2021-07,Batangas,28,17,18,0,163.0,45070.62,117168.38,162239.0,0.0,162239.0
2021-07,Camarines Norte,21,13,13,0,171.4,48750.0,88074.32,136824.32,0.0,136824.32
2021-07,Camarines Sur,6,6,4,0,21.61,5377.42,12870.08,18247.5,0.0,18247.5
2021-07,Cavite,10,8,8,0,120.0,36242.4,91466.44,127708.84,1000.5,128709.34
2021-07,Laguna,5,5,1,0,84.0,16030.0,21130.0,37160.0,0.0,37160.0
2021-07,Marinduque,10,6,5,0,125.0,28535.36,54390.64,82926.0,84.0,83010.0
2021-07,Quezon,43,33,26,0,466.6,73339.56,177655.4,250994.96,27457.5,278452.46
2021-08,Batangas,19,15,9,0,88.0,22005.5,54863.5,76869.0,0.0,76869.0
2021-08,Camarines Norte,18,7,18,0,272.6,67683.0,140212.0,207895.0,0.0,207895.0
2021-08,Camarines Sur,9,9,3,0,99.0,8912.7,20869.3,29782.0,0.0,29782.0
2021-08,Cavite,22,18,14,0,214.0,25721.4,65730.28,91451.68,0.0,91451.68
2021-08,Marinduque,17,16,6,0,1046.0,108473.0,231082.0,339555.0,24018.0,363573.0
2021-08,Quezon,36,23,27,0,349.0,66838.95,136906.55,203745.5,34649.5,238395.0
2021-09,Batangas,23,14,16,0,145.0,55087.03,136486.97,191574.0,0.0,191574.0
2021-09,Camarines Norte,20,15,16,0,164.2,38860.78,71289.22,110150.0,0.0,110150.0
2021-09,Camarines Sur,4,4,2,0,19.0,3846.35,18923.65,22770.0,0.0,22770.0
2021-09,Cavite,30,26,12,0,183.0,26269.51,57711.56,83981.07,0.0,83981.07
2021-09,Quezon,39,28,27,0,434.0,88404.05,245777.45,334181.5,16212.0,350393.5
2021-10,Batangas,15,12,11,0,97.0,42776.6,115267.4,158044.0,0.0,158044.0
2021-10,Camarines Norte,4,3,4,0,32.2,12900.0,27500.0,40400.0,0.0,40400.0
2021-10,Camarines Sur,38,18,20,0,333.95,50395.3,94333.7,144729.0,0.0,144729.0
2021-10,Cavite,35,28,25,0,324.0,57939.93,171076.64,226604.07,261.0,226865.07
2021-10,Laguna,14,14,3,0,4061.0,842721.9,497056.1,1339778.0,0.0,1339778.0
2021-10,Marinduque,22,16,11,0,234.0,196881.28,114018.72,310900.0,7570.0,318470.0
2021-10,Quezon,38,22,29,0,354.0,85466.56,186752.14,272218.7,26523.3,298742.0
2021-11,Batangas,12,9,8,0,66.0,21727.5,51047.5,72775.0,0.0,72775.0
2021-11,Camarines Norte,19,14,12,0,197.4,43631.05,86637.95,130269.0,0.0,130269.0
2021-11,Camarines Sur,14,14,5,0,82.0,15559.3,30378.7,45938.0,0.0,45938.0
2021-11,Cavite,22,19,14,0,300.0,36897.72,96451.82,133349.54,261.0,133610.54
2021-11,Marinduque,6,5,4,0,94.0,29794.22,48385.78,78180.0,23000.0,101180.0
2021-11,Quezon,45,24,33,0,520.0,117509.7,266911.26,384420.96,51843.6,436264.56
2021-12,Batangas,11,9,8,0,51.0,26146.51,67488.99,93635.5,1144.5,94780.0
2021-12,Camarines Norte,13,6,13,0,193.6,54192.5,61353.5,115546.0,0.0,115546.0
2021-12,Camarines Sur,14,12,7,0,136.0,28847.6,57798.4,86646.0,0.0,86646.0
2021-12,Cavite,10,10,5,0,100.0,8916.35,35067.11,43983.46,0.0,43983.46
2021-12,Laguna,3,3,1,0,27.0,4360.0,3330.0,7690.0,0.0,7690.0
2021-12,Quezon,31,25,19,0,405.0,66779.98,150245.22,216785.2,28765.8,245551.0
2022-01,Batangas,16,12,11,0,73.0,30771.42,70840.58,101612.0,0.0,101612.0
2022-01,Camarines Norte,6,4,6,0,132.0,33210.0,48480.0,81690.0,0.0,81690.0
2022-01,Cavite,12,12,8,0,65.0,10130.12,26467.37,36597.49,0.0,36597.49
2022-01,Marinduque,8,7,4,0,196.0,35378.2,47776.8,83155.0,22595.0,105750.0
2022-01,Quezon,12,10,9,0,173.0,29482.77,76743.73,106226.5,11798.5,118025.0
2022-02,Batangas,31,21,23,0,236.0,64566.44,129716.56,194227.0,0.0,194227.0
2022-02,Camarines Norte,24,11,20,0,291.0,90238.5,107835.5,198074.0,0.0,198074.0
2022-02,Camarines Sur,17,16,4,0,137.0,16335.04,42684.96,59020.0,0.0,59020.0
2022-02,Cavite,9,8,8,0,126.0,7248.62,23937.25,31185.87,522.0,31707.87
2022-02,Marinduque,23,23,4,0,2040.0,1177581.0,1436095.75,2610866.25,0.0,2610866.25
2022-02,Quezon,32,23,22,0,464.0,108626.09,233272.91,341899.0,46670.0,388569.0
2022-03,Batangas,29,18,26,0,154.0,50429.76,115526.24,165956.0,0.0,165956.0
2022-03,Camarines Norte,12,5,12,0,238.0,76710.0,85626.0,162336.0,11370.0,173706.0
2022-03,Camarines Sur,46,32,16,0,517.3,67271.5,167412.5,232512.0,0.0,232512.0
2022-03,Cavite,9,9,8,0,156.0,22507.75,44677.25,67185.0,0.0,67185.0
2022-03,Marinduque,8,8,4,0,86.0,184732.0,191876.8,376608.8,20359.2,396968.0
2022-03,Quezon,45,24,33,0,494.0,113992.55,221832.95,335825.5,56263.5,392089.0
2022-04,Batangas,14,12,12,0,82.0,29092.9,71301.1,100394.0,0.0,100394.0
2022-04,Camarines Norte,18,12,14,0,224.0,79843.0,122802.0,202645.0,7750.0,210395.0
2022-04,Camarines Sur,21,16,7,0,134.44,20351.56,43470.44,63822.0,1428.0,65250.0
2022-04,Cavite,9,8,7,0,33.0,7024.12,17923.62,24947.74,0.0,24947.74
2022-04,Laguna,5,4,3,0,45.67,7300.5,13660.9,20961.4,0.0,20961.4
2022-04,Marinduque,2,2,1,0,60.0,2790.0,14710.0,17500.0,0.0,17500.0
2022-04,Quezon,34,22,24,0,385.62,74398.47,154176.03,227784.5,24927.0,252711.5
2022-05,Batangas,33,20,26,0,146.0,59969.79,138294.21,198264.0,0.0,198264.0
2022-05,Camarines Norte,11,7,11,0,154.0,40579.0,45607.0,86186.0,1728.0,87914.0
2022-05,Camarines Sur,13,12,5,0,100.0,22554.6,40975.4,63530.0,0.0,63530.0
2022-05,Cavite,18,16,10,0,58.0,12094.5,39379.62,51474.12,0.0,51474.12
2022-05,Marinduque,46,45,4,0,1623.0,283522.91,604466.09,887989.0,0.0,887989.0
2022-05,Quezon,24,17,17,0,252.0,51162.2,87041.8,138204.0,17599.0,155803.0
2022-06,Batangas,22,17,19,0,152.0,46542.3,110227.7,156770.0,0.0,156770.0
2022-06,Camarines Norte,9,6,9,0,198.0,31522.0,47826.0,79348.0,0.0,79348.0
2022-06,Camarines Sur,17,10,8,0,168.0,37220.0,77565.0,114785.0,0.0,114785.0
2022-06,Cavite,23,19,18,0,162.0,29297.06,82798.88,112095.94,0.0,112095.94
2022-06,Laguna,3,3,2,0,34.0,5208.0,11704.0,16912.0,0.0,16912.0
2022-06,Marinduque,7,6,5,0,212.0,36450.8,50579.2,87030.0,13860.0,100890.0
2022-06,Quezon,48,22,38,0,619.0,116733.01,262361.21,379094.22,25262.0,404356.22
2022-07,Batangas,47,22,41,0,236.0,94951.21,237800.79,332752.0,0.0,332752.0
2022-07,Camarines Norte,34,19,23,0,331.0,97196.72,155414.28,252611.0,12225.0,264836.0
2022-07,Camarines Sur,34,20,19,0,353.0,68762.02,116949.98,185712.0,0.0,185712.0
2022-07,Cavite,21,16,15,0,176.0,19926.68,53482.76,73409.44,180.0,73589.44
2022-07,Laguna,4,4,1,0,90.0,15550.0,25790.0,41340.0,0.0,41340.0
2022-07,Marinduque,19,13,10,0,465.0,101159.88,118006.12,219166.0,30097.0,249263.0
2022-07,Quezon,32,21,24,0,320.0,74416.7,128937.3,203354.0,29262.0,232616.0
2022-08,Batangas,47,29,33,0,365.0,157215.82,232254.18,389470.0,0.0,389470.0
2022-08,Camarines Norte,9,6,9,0,154.0,35740.0,71185.0,106925.0,3875.0,110800.0
2022-08,Camarines Sur,12,9,5,0,61.0,17936.7,30758.3,48695.0,0.0,48695.0
2022-08,Cavite,16,12,14,0,129.0,30371.18,54248.52,84619.7,261.0,84880.7
2022-08,Marinduque,6,6,4,0,30.0,6351.92,14333.08,20685.0,0.0,20685.0
2022-08,Quezon,49,29,35,0,628.0,111461.94,227292.56,337514.5,35561.0,373075.5
2022-09,Batangas,50,33,36,0,283.0,60985.2,128534.56,189499.76,0.0,189499.76
2022-09,Camarines Norte,7,7,7,0,120.0,25122.0,38662.0,63784.0,5600.0,69384.0
2022-09,Camarines Sur,10,7,7,0,164.0,15439.72,24754.28,40194.0,0.0,40194.0
2022-09,Cavite,10,10,6,0,104.0,13363.04,29900.62,43263.66,0.0,43263.66
2022-09,Marinduque,11,9,6,0,87.0,38720.42,52459.58,91180.0,17550.0,108730.0
2022-09,Quezon,59,27,35,0,748.0,152968.57,342428.68,495397.25,32702.0,528099.25
2022-10,Batangas,52,35,36,0,515.0,148814.12,238361.88,387176.0,0.0,387176.0
2022-10,Camarines Norte,17,8,17,0,214.0,48110.0,67590.0,115700.0,0.0,115700.0
2022-10,Camarines Sur,10,8,4,0,103.0,19970.7,39919.3,59890.0,0.0,59890.0
2022-10,Cavite,29,23,26,0,213.0,42969.03,83425.19,126394.22,0.0,126394.22
2022-10,Marinduque,31,28,8,0,966.0,142270.92,171090.08,313361.0,4620.0,317981.0
2022-10,Quezon,45,24,32,0,409.63,74955.15,136218.05,211173.2,35011.0,246184.2
2022-11,Batangas,38,18,30,0,153.0,68118.94,178173.06,246292.0,0.0,246292.0
2022-11,Camarines Norte,2,2,2,0,32.0,9730.0,8170.0,17900.0,0.0,17900.0
2022-11,Cavite,16,14,10,0,134.0,11702.5,42797.5,54500.0,0.0,54500.0
2022-11,Marinduque,6,6,4,0,118.0,30640.0,48090.0,78730.0,19860.0,98590.0
2022-11,Quezon,42,24,32,0,417.0,93906.35,170556.65,264463.0,36333.0,300796.0
2022-12,Batangas,35,18,28,0,170.0,74152.6,173495.4,247648.0,0.0,247648.0
2022-12,Camarines Norte,10,4,10,0,270.0,51128.3,72389.7,123518.0,5600.0,129118.0
2022-12,Camarines Sur,7,7,4,0,107.0,18006.0,43429.0,61435.0,0.0,61435.0
2022-12,Cavite,7,7,4,0,134.0,12476.52,23412.61,35889.13,0.0,35889.13
2022-12,Marinduque,6,6,3,0,1941.0,372551.84,452843.16,825395.0,0.0,825395.0
2022-12,Quezon,47,24,28,0,785.0,162169.27,381736.73,543906.0,50623.0,594529.0
2023-01,Batangas,27,21,14,0,222.0,49596.7,99833.3,149430.0,0.0,149430.0
2023-01,Camarines Norte,5,4,5,0,64.0,18220.0,36150.0,54370.0,3875.0,58245.0
2023-01,Camarines Sur,5,4,4,0,122.0,18795.2,45204.8,64000.0,0.0,64000.0
2023-01,Cavite,1,1,1,0,2.0,660.0,1860.0,2520.0,0.0,2520.0
2023-01,Marinduque,25,24,8,0,3459.0,373566.0,530888.7,837631.7,23376.3,861008.0
2023-01,Quezon,42,28,31,0,465.0,95937.33,204297.17,300234.5,28709.5,328944.0
2023-02,Batangas,28,23,16,0,258.0,44736.67,84583.93,129320.6,0.0,129320.6
2023-02,Camarines Norte,7,5,7,0,47.39,9510.6,27630.4,37141.0,0.0,37141.0
2023-02,Camarines Sur,18,18,18,0,67.2,10098.55,39716.45,46611.0,0.0,46611.0
2023-02,Cavite,1,1,1,0,2.0,660.0,1500.0,2160.0,0.0,2160.0
2023-02,Marinduque,10,8,6,0,123.0,21339.66,35073.74,56413.4,9828.6,66242.0
2023-02,Quezon,26,18,22,0,148.5,48530.38,70778.12,119308.5,21446.5,140755.0
2023-03,Batangas,56,43,31,0,534.4,70446.06,151124.9,220250.96,0.0,220250.96
2023-03,Marinduque,6,6,5,0,123.0,40270.0,59375.0,99645.0,17460.0,117105.0
2023-03,Quezon,38,26,26,0,462.0,102442.52,217205.48,319648.0,25985.0,345633.0
2023-04,Batangas,39,29,28,0,192.1,63972.84,120103.61,184076.45,0.0,184076.45
2023-04,Camarines Sur,1,1,1,0,5.0,3075.0,2425.0,5500.0,0.0,5500.0
2023-04,Cavite,7,7,4,0,54.0,14892.96,48717.04,63610.0,0.0,63610.0
2023-04,Laguna,1,1,1,0,2.0,3744.0,5856.0,9600.0,0.0,9600.0
2023-04,Marinduque,7,6,5,0,111.0,21408.84,27926.56,49335.4,7071.6,56407.0
2023-04,Quezon,49,33,34,0,535.3,79025.5,114359.4,192784.5,26215.5,219000.0
2023-05,Batangas,62,43,36,0,287.0,95835.07,208267.93,304103.0,0.0,304103.0
2023-05,Marinduque,2,2,1,0,24.0,1308.0,1752.0,3060.0,1020.0,4080.0
2023-05,Quezon,71,42,45,0,917.0,238240.89,494308.41,732549.3,36230.7,768780.0
2023-06,Batangas,213,164,47,0,3367.4,663129.73,762584.43,317956.12,0.0,317956.12
2023-06,Camarines Norte,25,25,1,0,954.49,436898.0,436898.0,0.0,0.0,0.0
2023-06,Camarines Sur,26,26,1,0,222.8,41095.49,41095.49,0.0,0.0,0.0
2023-06,Cavite,66,66,1,0,910.3,271107.05,271107.05,0.0,0.0,0.0
2023-06,Laguna,4,4,1,0,33.75,92438.0,92438.0,0.0,0.0,0.0
2023-06,Marinduque,5,5,4,0,86.0,27401.92,28568.08,55970.0,22446.0,78416.0
2023-06,Quezon,229,176,40,0,6303.53,1833864.38,1980920.84,479987.66,53944.74,533932.4
2023-07,Batangas,105,47,72,0,606.0,167061.69,352617.51,519679.2,0.0,519679.2
2023-07,Camarines Norte,7,4,7,0,42.3,31110.0,51677.5,82787.5,4912.5,87700.0
2023-07,Laguna,1,1,1,0,2.0,3744.0,5856.0,9600.0,0.0,9600.0
2023-07,Marinduque,3,2,3,0,75.0,10415.52,15684.48,26100.0,0.0,26100.0
2023-07,Quezon,56,36,37,0,565.0,115142.79,214761.91,329904.7,45884.8,375789.5
2023-08,Batangas,68,38,33,0,388.0,85237.6,170452.4,255690.0,0.0,255690.0
2023-08,Cavite,2,2,2,0,12.0,1806.6,2853.4,4660.0,0.0,4660.0
2023-08,Quezon,61,41,38,0,571.0,136118.38,232296.72,368415.1,42885.4,411300.5
2023-09,Batangas,47,27,30,0,234.0,129582.32,118123.68,247706.0,0.0,247706.0
2023-09,Marinduque,8,5,5,0,131.0,48195.96,75181.04,123377.0,21153.0,144530.0
2023-09,Quezon,52,37,32,0,405.0,149147.24,215735.36,364882.6,33081.4,397964.0
2023-10,Batangas,76,56,36,0,554.2,111600.1,213535.9,325136.0,0.0,325136.0
2023-10,Camarines Norte,1,1,1,0,24.0,1560.0,696.0,2256.0,0.0,2256.0
2023-10,Laguna,2,2,2,0,5.0,14469.0,11631.0,26100.0,0.0,26100.0
2023-10,Quezon,66,51,49,0,686.0,172995.5,419617.1,592612.6,44143.8,636756.4
2023-11,Batangas,104,67,55,0,712.2,162291.78,343821.98,478113.76,0.0,478113.76
2023-11,Camarines Norte,2,2,2,0,13.19,1018.0,705.0,1723.0,0.0,1723.0
2023-11,Cavite,1,1,1,0,3.0,570.0,1320.0,1890.0,0.0,1890.0
2023-11,Quezon,75,51,47,0,921.0,202265.98,356762.47,559028.45,55736.4,614764.85
2023-12,Batangas,39,24,24,0,268.0,61701.48,120871.52,182573.0,0.0,182573.0
2023-12,Marinduque,10,7,7,0,97.0,33276.6,50420.4,83697.0,15546.0,99243.0
2023-12,Quezon,13,13,8,0,128.0,45371.33,95356.67,140728.0,8712.0,149440.0
2024-01,Batangas,86,61,30,0,669.57,110143.03,244574.97,354718.0,1692.6,356410.6
2024-01,Marinduque,20,12,12,0,246.0,66007.6,122746.08,188753.68,168.0,188921.68
2024-01,Quezon,35,26,25,0,387.0,101360.76,244317.74,314728.5,26863.5,341592.0
2024-02,Batangas,106,41,52,0,529.0,168833.42,387055.88,555889.3,2284.0,558173.3
2024-02,Marinduque,1,1,1,0,10.0,3250.0,2000.0,5250.0,2250.0,7500.0
2024-02,Quezon,38,29,20,0,626.0,89606.25,254319.75,343926.0,16975.0,360901.0
2024-03,Batangas,44,31,22,0,283.0,71283.7,172720.85,244004.55,0.0,244004.55
2024-03,Quezon,44,32,30,0,529.0,111194.55,195054.45,306249.0,49989.0,356238.0
2024-04,Batangas,71,39,35,0,448.0,118848.48,262406.92,381255.4,1782.0,383037.4
2024-04,Marinduque,6,5,5,0,31.0,15430.0,36576.0,52006.0,2124.0,54130.0
2024-04,Quezon,14,13,9,0,172.0,30120.0,77341.5,107461.5,2458.5,109920.0
2024-05,Batangas,58,30,28,0,391.0,87320.72,180588.78,267909.5,2720.0,270629.5
2024-05,Marinduque,10,9,5,0,65.0,23575.0,45701.0,69276.0,3954.0,73230.0
2024-05,Quezon,63,36,38,0,810.5,157391.25,404437.62,561828.87,29344.63,591173.5
2024-06,Batangas,60,43,24,0,436.0,103061.4,227605.9,330667.3,610.0,331277.3
2024-06,Marinduque,9,7,7,0,154.0,20498.88,34380.4,54879.28,768.0,55647.28
2024-06,Quezon,30,25,17,0,491.0,102910.82,185632.93,288543.75,17035.5,305579.25
2024-07,Batangas,42,25,22,0,240.0,76465.3,188680.7,265146.0,305.0,265451.0
2024-07,Marinduque,4,4,3,0,36.0,8885.92,7884.08,16770.0,3330.0,20100.0
2024-07,Quezon,36,25,27,0,329.0,58834.18,66503.82,125281.0,28518.0,153799.0
2024-08,Batangas,50,35,23,0,306.0,77995.2,167101.8,245097.0,3028.5,248125.5
2024-08,Marinduque,1,1,1,0,50.0,9250.0,23100.0,32350.0,0.0,32350.0
2024-08,Quezon,33,25,22,0,319.0,51612.0,124614.0,176226.0,14271.5,190497.5
2024-09,Batangas,49,30,21,0,262.0,80811.55,178340.2,259151.75,753.5,259905.25
2024-09,Marinduque,17,11,14,0,298.0,82122.75,123311.8,205434.55,37141.95,242576.5
2024-09,Quezon,35,22,27,0,317.0,54877.0,124962.16,179839.16,11791.24,191630.4
2024-10,Batangas,36,24,13,0,372.0,49323.82,103486.58,152810.4,731.1,153541.5
2024-10,Quezon,35,23,21,0,348.5,59217.53,109502.97,168720.5,17786.5,186507.0
2024-11,Batangas,74,42,32,0,408.0,90580.8,212874.45,303455.25,2537.25,305992.5
2024-11,Quezon,46,33,32,0,629.0,106890.82,232654.18,339545.0,28496.0,368041.0
2024-12,Batangas,43,27,22,0,238.0,72895.99,162134.01,235030.0,1339.0,236369.0
2024-12,Quezon,43,33,22,0,463.0,116038.3,273839.2,389877.5,31233.5,421111.0
2025-02,Batangas,128,42,66,0,759.0,248667.18,530706.72,779373.9,8745.1,788119.0
2025-02,Marinduque,12,10,5,0,162.0,46226.76,80739.24,126966.0,23970.0,150936.0
2025-02,Quezon,86,49,50,0,1138.0,272154.84,553637.26,825792.1,47268.9,873061.0
2025-05,Batangas,56,29,24,0,349.0,96994.55,210399.95,307394.5,2785.0,310179.5
2025-05,Marinduque,2,2,2,0,39.0,6133.1,6998.9,13132.0,2828.0,15960.0
2025-05,Quezon,50,37,32,0,603.0,91409.13,147747.98,239157.11,25159.6,264316.71
2025-06,Batangas,132,52,50,0,1015.97,251304.37,455910.84,707215.21,8732.8,715948.01
2025-06,Marinduque,33,23,14,15,344.0,723030.52,410818.48,1133849.0,14526.0,1148375.0
2025-06,Quezon,82,42,56,0,1196.5,271152.91,550203.99,821356.9,47694.1,869051.0
2025-09,Batangas,133,40,64,0,751.0,222279.95,522590.95,744870.9,8524.1,753395.0
2025-09,Marinduque,11,10,4,5,35.0,184863.0,117898.0,302761.0,4776.0,307537.0
2025-09,Quezon,114,53,79,0,1479.5,269604.36,503482.94,773087.3,67224.7,840312.0
2025-11,Batangas,65,26,32,0,441.0,114450.76,248039.74,362490.5,5275.5,367766.0
2025-11,Marinduque,4,4,4,0,49.0,18880.24,26417.76,45298.0,9722.0,55020.0
2025-11,Quezon,60,30,45,0,715.0,142328.4,252728.4,395056.8,36288.2,431345.0
2025-12,Batangas,110,48,50,0,647.0,184148.63,409608.27,593756.9,6706.1,600463.0
2025-12,Marinduque,4,3,2,0,45.0,7075.0,13029.0,20104.0,2124.0,22228.0
2025-12,Quezon,87,43,62,0,1225.0,243318.89,363315.81,606634.7,58093.1,664727.8
